shelf,flat,col,row,acs,trt,days,date,hyp,int1,int2,int3,int4,petleng,leafleng,leafwid,leafnum,ndvi,lat,lon,alt,species,who
Z,11,D,3,LA1958,H,28,5/5/08,65.32,3.02,0.01,1.41,,10.59,35.88,31.84,4,100,-17.25,-71.25,1336,S. chilense,Dan
Z,11,F,3,LA1306,H,28,5/5/08,28.59,1.92,0.02,5.44,3.56,20.4,32.68,39.36,5,130,-12.95,-74.0167,3340,S. chmielewskii,Dan
Z,11,G,3,LA2663,H,28,5/5/08,31.52,2.32,7.13,6.45,,13.92,38.35,38.69,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Dan
Z,11,H,3,LA1363,H,28,5/5/08,33.95,10.02,5.42,10.05,3.95,18.93,42.78,45.17,5,121,-10.1417,-77.3833,3140,S. habrochaites,Dan
Z,11,I,3,LA2167,H,28,5/5/08,28.58,3.11,3.68,4.13,3.69,24.65,40.53,44.71,5,124,-7.18,-78.52,1340,S. habrochaites,Dan
Z,11,B,4,LA446,H,28,5/5/08,28.9,2.55,2.95,0.65,,8.2,22.13,16.09,4,124,-15.7833,-74.3917,2240,S. peruvianum,Dan
Z,11,C,4,LA1954,H,28,5/5/08,45.36,4.52,6.49,4.34,3.7,14.95,37.16,36.76,6,107,-17.0167,-72.0833,0,S. peruvianum,Dan
Z,11,D,4,LA1969,H,28,5/5/08,20.35,0.07,0.07,2,0.52,10.72,22.87,21.33,5,124,-17.5333,-70.0333,3015,S. chilense,Dan
Z,11,F,4,LA1316,H,28,5/5/08,39.08,0.77,2.86,2.51,0.17,14.85,29.14,29.21,4,135,-13.3925,-73.915,3100,S. chmielewskii,Dan
Z,11,G,4,LA2695,H,28,5/5/08,28.17,0.7,1.59,,,8.8,16.82,16.85,3,128,-14.1525,-71.3886,3480,S. chmielewskii,Dan
Z,11,H,4,LA1691,H,28,5/5/08,37.54,5.12,2.08,2.83,0.78,7.31,37.64,34.29,5,127,-12.45,-75.925,3540,S. habrochaites,Dan
Z,11,I,4,LA2204,H,28,5/5/08,20.1,4.37,9.9,5.88,5.9,12.59,37.65,39.62,5,128,-5.7667,-77.8667,2160,S. habrochaites,Dan
Z,12,B,1,LA2580,H,29,5/6/08,23.75,1.78,1.14,2.51,0.96,22.1,27.69,37.42,5,111,-9.5167,-78.0083,740,S. pennellii,Dan
Z,12,C,1,LA1305,H,29,5/6/08,34.38,3.7,6.13,4.93,5.2,13.03,38.35,36.42,6,120,-13.3833,-75.3583,3360,S. peruvianum,Dan
Z,12,D,1,LA1973,H,29,5/6/08,28.11,2.15,3.23,5.56,3.1,17.12,39.64,43.79,5,110,-16.2333,-71.7,2585,S. peruvianum,Dan
Z,12,G,1,LA1317,H,29,5/6/08,34.15,4.29,5.97,8.22,4,24.63,45.88,42.36,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Dan
Z,12,H,1,LA361,H,29,5/6/08,29.82,8.12,14.64,5.68,3.93,20.18,58.57,53.87,6,111,-11.5667,-76.73,1840,S. habrochaites,Dan
Z,12,I,1,LA1918,H,29,5/6/08,56.81,2.69,1.47,3.79,5.57,13.92,44.52,41.22,5,118,-14.2667,-74.9167,2920,S. habrochaites,Dan
Z,12,A,2,LA1367,H,29,5/6/08,22.56,0.67,3.69,4.88,3.98,22.71,45.46,49,5,111,-11.9008,-76.6633,1020,S. pennellii,Dan
Z,12,B,2,LA3788,H,29,5/6/08,33.61,1.06,0.83,1.51,0.58,21.57,30.4,36.09,5,112,-16.1383,-73.6428,480,S. pennellii,Dan
Z,12,C,2,LA1336,H,29,5/6/08,58.84,4.75,3.3,5.81,3.68,21.84,33.12,39.57,6,107,-16.2094,-73.6222,75,S. peruvianum,Dan
Z,12,D,2,LA3795,H,29,5/6/08,25.37,3.65,2.83,2.64,,11.56,24.82,23.2,4,123,-10.15,-77.35,3540,S. peruvianum,Dan
Z,12,E,2,LA2773,H,29,5/6/08,41.4,2.21,3.89,2.41,2.3,19.58,34.59,37.65,7,115,-18.2667,-69.5833,3260,S. chilense,Dan
Z,12,F,2,LA1028,H,29,5/6/08,32.47,0.13,0,3.73,2.68,13.49,38.3,31.25,5,131,-13.925,-73.025,2880,S. chmielewskii,Dan
Z,12,G,2,LA1318,H,29,5/6/08,28.03,5.83,7.59,11.9,5.19,25.32,46.61,53.49,5,136,-13.6833,-72.9583,2300,S. chmielewskii,Dan
Z,12,H,2,LA1361,H,29,5/6/08,32.05,2.42,4.61,4.39,5.2,22.83,29.27,43.21,5,111,-9.55,-77.8917,1340,S. habrochaites,Dan
Z,12,I,2,LA2931,H,29,5/6/08,28.99,0.23,0.11,0.71,0.44,7.74,20.17,22.33,5,106,-20.9167,-69.0667,2460,S. chilense,Dan
Z,12,A,3,LA1912,H,29,5/6/08,18.4,0.64,0.33,3.38,2.64,16.15,28.88,37.7,5,106,-14.4492,-75.2203,620,S. pennellii,Dan
Z,12,B,3,LA3791,H,29,5/6/08,33.17,0.79,0.73,1.26,,12.03,30.11,26.76,4,110,-15.7878,-73.3939,1935,S. pennellii,Dan
Z,12,C,3,LA1474,H,29,5/6/08,51.77,1.95,2.75,7.08,2.84,19.89,34.04,38.48,5,113,-16.6072,-72.6964,27,S. peruvianum,Dan
Z,12,D,3,LA1958,H,29,5/6/08,40.78,3.67,0.66,1.06,3.82,19.23,42.33,43.51,6,100,-17.25,-71.25,1336,S. chilense,Dan
Z,12,E,3,LA2884,H,29,5/6/08,44.43,0.88,0.09,3.87,1.05,7.33,34.27,41.49,6,108,-23.6833,-68.0667,2390,S. chilense,Dan
Z,12,F,3,LA1306,H,29,5/6/08,27.39,0.04,2.1,1.63,,11.65,18.15,23.52,4,130,-12.95,-74.0167,3340,S. chmielewskii,Dan
Z,12,G,3,LA2663,H,29,5/6/08,26.41,2.36,7.11,5.34,4.35,17.48,40.02,50.22,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Dan
Z,12,H,3,LA1363,H,29,5/6/08,29.11,3.33,7.81,4.15,2.77,16.39,35.96,42.93,5,121,-10.1417,-77.3833,3140,S. habrochaites,Dan
Z,12,I,3,LA2167,H,29,5/6/08,23.33,3.31,4.32,6.82,4.8,11.47,42.64,43.64,5,124,-7.18,-78.52,1340,S. habrochaites,Dan
Z,12,A,4,LA716,H,29,5/6/08,15.69,1.08,0.04,,,4.25,11.33,14.11,3,106,-16.2083,-73.6333,320,S. pennellii,Dan
Z,12,B,4,LA446,H,29,5/6/08,22.77,2.39,7.59,4.98,4.67,15.88,46.63,44.39,5,124,-15.7833,-74.3917,2240,S. peruvianum,Dan
Z,12,C,4,LA1954,H,29,5/6/08,40.77,7.85,2.32,6.98,1.55,8.91,35.59,29.66,5,107,-17.0167,-72.0833,0,S. peruvianum,Dan
Z,12,D,4,LA1969,H,29,5/6/08,26.64,0.02,0.03,0.27,0.55,6.7,16.29,20.04,5,124,-17.5333,-70.0333,3015,S. chilense,Dan
Z,12,E,4,LA2891,H,29,5/6/08,34.33,1.54,0.84,1.21,0.77,6.69,22.59,28.28,5,107,-25.4,-70.4,660,S. chilense,Dan
Z,12,F,4,LA1316,H,29,5/6/08,40,1.99,2.94,3.88,4.12,29.49,40.56,41.24,5,135,-13.3925,-73.915,3100,S. chmielewskii,Dan
Z,12,G,4,LA2695,H,29,5/6/08,35.34,3.3,5.73,7.5,6.36,22.62,46.87,56.12,5,128,-14.1525,-71.3886,3480,S. chmielewskii,Dan
Z,12,H,4,LA1691,H,29,5/6/08,32.03,3.87,0.91,1.34,2.12,23.34,31.02,40.89,5,127,-12.45,-75.925,3540,S. habrochaites,Dan
Z,12,I,4,LA2204,H,29,5/6/08,35.9,2.23,5.78,4.96,4.21,19.81,28.81,41.04,5,128,-5.7667,-77.8667,2160,S. habrochaites,Dan
Y,13,B,1,LA2580,H,29,5/6/08,23.36,1.62,2.31,0.63,,12.35,18.1,22.38,4,111,-9.5167,-78.0083,740,S. pennellii,Pepe
Y,13,C,1,LA1305,H,29,5/6/08,29.23,2.15,2.6,3.73,0.7,5.82,14.78,14.14,4,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
Y,13,D,1,LA1973,H,29,5/6/08,31.6,9.33,4.55,9.16,8.2,21.21,48.29,59.7,6,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
Y,13,E,1,LA2748,H,29,5/6/08,34.8,1.44,1.05,2.17,2.32,11.82,30.14,27.89,5,105,-20.4833,-69.9833,1020,S. chilense,Pepe
Y,13,F,1,LA2931,H,29,5/6/08,29.32,1.24,0.59,1.16,0.86,9.12,24.16,30.13,4,106,-20.9167,-69.0667,2460,S. chilense,Pepe
Y,13,G,1,LA1317,H,29,5/6/08,32.92,2.58,5.9,6.29,4.31,16.39,39.17,48.64,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
Y,13,B,2,LA3788,H,29,5/6/08,16.27,1.08,0.45,1.67,1.24,11.98,24.55,29.8,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
Y,13,D,2,LA3795,H,29,5/6/08,36.19,0.38,0.12,0.36,,5.1,16.94,15.4,4,123,-10.15,-77.35,3540,S. peruvianum,Pepe
Y,13,E,2,LA2773,H,29,5/6/08,49.53,0.71,0.4,1.29,0.8,6.67,25.52,28.35,5,115,-18.2667,-69.5833,3260,S. chilense,Pepe
Y,13,F,2,LA1028,H,29,5/6/08,23.06,0.28,0.95,1.59,1.05,6.58,23.97,19.79,4,131,-13.925,-73.025,2880,S. chmielewskii,Pepe
Y,13,G,2,LA1318,H,29,5/6/08,19.33,3.5,6.27,6.51,2.88,17.38,41.56,38.74,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
Y,13,H,2,LA1361,H,29,5/6/08,29.07,2.83,5.99,3.16,4.18,11.41,41.86,38.68,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
Y,13,A,3,LA1912,H,29,5/6/08,17.47,1.51,1.13,1.38,,9.35,23.06,26.63,4,106,-14.4492,-75.2203,620,S. pennellii,Pepe
Y,13,B,3,LA3791,H,29,5/6/08,25.38,0.12,0.43,0.5,0.44,6.99,17.85,25.38,4,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
Y,13,C,3,LA1474,H,29,5/6/08,51.55,1.34,0.13,0.87,3.32,19.83,30.8,37.64,5,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
Y,13,D,3,LA1958,H,29,5/6/08,29.95,0.89,0.85,0.47,,4.26,17.34,14.22,4,100,-17.25,-71.25,1336,S. chilense,Pepe
Y,13,E,3,LA2884,H,29,5/6/08,27.76,1.48,0.67,0.51,0.38,8.86,40.48,48.27,5,108,-23.6833,-68.0667,2390,S. chilense,Pepe
Y,13,F,3,LA1306,H,29,5/6/08,25.64,1.3,1.89,3.42,0.74,13.98,26.63,27.63,4,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
Y,13,G,3,LA2663,H,29,5/6/08,31.06,1.17,3.39,2.93,0.94,8.46,29.77,31.59,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
Y,13,H,3,LA1363,H,29,5/6/08,24.06,5.61,3.11,4.02,1.61,19.86,33.92,39.06,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
Y,13,I,3,LA2167,H,29,5/6/08,24.71,3.16,1.18,2.7,2.45,8.05,28.88,28.66,5,124,-7.18,-78.52,1340,S. habrochaites,Pepe
Y,13,A,4,LA716,H,29,5/6/08,19.46,4.23,3.05,3.04,1.33,6.47,21.18,19.22,4,106,-16.2083,-73.6333,320,S. pennellii,Pepe
Y,13,B,4,LA446,H,29,5/6/08,35.75,1.26,2.24,1.33,0.7,3.37,19.79,14.93,4,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
Y,13,C,4,LA1954,H,29,5/6/08,27.8,2,4.72,4.94,6.18,15,36.26,40.2,6,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
Y,13,D,4,LA1969,H,29,5/6/08,31.47,0.45,0.51,0.56,,2.88,13.99,15.17,4,124,-17.5333,-70.0333,3015,S. chilense,Pepe
Y,13,E,4,LA2891,H,29,5/6/08,26.78,0.84,0.09,1.19,1.2,3.78,22.77,30.36,6,107,-25.4,-70.4,660,S. chilense,Pepe
Y,13,F,4,LA1316,H,29,5/6/08,44.88,1.78,2.34,3.04,1.91,19.92,34.39,44.01,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
Y,13,G,4,LA2695,H,29,5/6/08,27.7,2.32,2.71,2,0.95,6.02,25.95,20.57,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
Y,13,H,4,LA1691,H,29,5/6/08,30.41,2.45,1.41,2.24,1.96,22.31,31.45,41.66,5,127,-12.45,-75.925,3540,S. habrochaites,Pepe
Y,13,I,4,LA2204,H,29,5/6/08,36.34,6.31,0.55,4.33,2.74,12.3,21.79,27.62,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
W,14,B,1,LA2580,L,29,5/6/08,44.1,6.9,5.91,6.14,2.71,12.48,36.65,37.08,4,111,-9.5167,-78.0083,740,S. pennellii,Pepe
W,14,C,1,LA1305,L,29,5/6/08,24.36,5.3,0.85,11.23,4.34,7.41,40.36,30.78,6,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
W,14,D,1,LA1973,L,29,5/6/08,42.45,11.06,9.56,20.68,10.32,17.57,55.22,45.22,6,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
W,14,E,1,LA2748,L,29,5/6/08,49.97,7.99,5.26,14.9,7.8,7.08,31.38,30.19,6,105,-20.4833,-69.9833,1020,S. chilense,Pepe
W,14,F,1,LA2931,L,29,5/6/08,48.54,7.82,2.07,2.62,0.89,5.22,22.43,19.59,4,106,-20.9167,-69.0667,2460,S. chilense,Pepe
W,14,G,1,LA1317,L,29,5/6/08,39.11,5.85,4.94,21.15,17.9,29.15,54.62,69.45,6,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
W,14,H,1,LA361,L,29,5/6/08,38.62,9.88,7.67,8.86,10.04,24.9,52.71,49.95,7,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
W,14,I,1,LA1918,L,29,5/6/08,40.63,4.24,1.06,5.97,3.59,18,29.13,37.2,5,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
W,14,A,2,LA1367,L,29,5/6/08,15.36,2.56,1.39,2.43,0.7,6.9,20.19,15.79,4,111,-11.9008,-76.6633,1020,S. pennellii,Pepe
W,14,B,2,LA3788,L,29,5/6/08,51.58,9.17,8.37,8.48,2.88,23.3,34.29,40.17,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
W,14,C,2,LA1336,L,29,5/6/08,55.33,14.56,3.36,7.78,4.38,14.66,48.25,41.06,6,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
W,14,D,2,LA3795,L,29,5/6/08,33.75,3.72,7.01,6.62,4.84,18.76,35.5,39.61,5,123,-10.15,-77.35,3540,S. peruvianum,Pepe
W,14,E,2,LA2773,L,29,5/6/08,23.83,2.95,0.39,7.52,8.03,6.58,41.46,54.56,7,115,-18.2667,-69.5833,3260,S. chilense,Pepe
W,14,F,2,LA1028,L,29,5/6/08,38.49,0.27,2.88,6.63,8.3,18.65,48.89,50.25,6,131,-13.925,-73.025,2880,S. chmielewskii,Pepe
W,14,G,2,LA1318,L,29,5/6/08,30.9,12.55,14.94,20.99,7.27,26.63,53.7,57.45,5,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
W,14,H,2,LA1361,L,29,5/6/08,32.72,20.48,21.22,22.6,10.39,17.28,69.75,57.11,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
W,14,I,2,LA2931,L,29,5/6/08,42.46,4.21,4.35,6.87,7.87,16.47,44.2,47.11,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
W,14,A,3,LA1912,L,29,5/6/08,18.12,5.57,5.44,6.05,2.8,18.81,32.29,39.86,4,106,-14.4492,-75.2203,620,S. pennellii,Pepe
W,14,B,3,LA3791,L,29,5/6/08,20.16,3.94,5.36,6.45,2.78,17.19,31.66,37.59,4,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
W,14,C,3,LA1474,L,29,5/6/08,47.36,11.27,3.17,6.59,8.46,20.4,36.86,30.88,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
W,14,D,3,LA1958,L,29,5/6/08,38.46,4.87,0.69,6.1,10.15,13.55,55.87,46.6,6,100,-17.25,-71.25,1336,S. chilense,Pepe
W,14,E,3,LA2884,L,29,5/6/08,34.04,2.19,0.19,8.4,6.41,9.78,28.66,35.89,5,108,-23.6833,-68.0667,2390,S. chilense,Pepe
W,14,F,3,LA1306,L,29,5/6/08,34.45,2.39,0.38,10.11,9.01,18.85,23.11,32.72,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
W,14,G,3,LA2663,L,29,5/6/08,30.19,2.79,7.96,10.65,8.34,20.57,48.97,68.78,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
W,14,H,3,LA1363,L,29,5/6/08,25.58,8.48,10.47,7.5,4.25,11.65,47.57,55.08,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
W,14,I,3,LA2167,L,29,5/6/08,35.08,3.82,4.61,13.48,9.82,30.85,44.59,47.41,7,124,-7.18,-78.52,1340,S. habrochaites,Pepe
W,14,A,4,LA716,L,29,5/6/08,30.44,6.5,4.18,9.7,6.92,19.79,28.06,38.84,5,106,-16.2083,-73.6333,320,S. pennellii,Pepe
W,14,B,4,LA446,L,29,5/6/08,40.11,6.18,7.28,7.53,3.68,19.3,45.49,41.71,5,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
W,14,C,4,LA1954,L,29,5/6/08,45.27,6.57,5.45,10.04,7.45,18.39,38.01,43.82,7,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
W,14,D,4,LA1969,L,29,5/6/08,29.73,8.06,9.11,16.41,7.52,16.76,40.28,42.14,6,124,-17.5333,-70.0333,3015,S. chilense,Pepe
W,14,E,4,LA2891,L,29,5/6/08,46.38,14.58,10.66,10.26,5.74,12.1,44.04,44.1,5,107,-25.4,-70.4,660,S. chilense,Pepe
W,14,F,4,LA1316,L,29,5/6/08,44.01,3.52,2.7,8.89,6.9,30.4,41.32,65.41,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
W,14,G,4,LA2695,L,29,5/6/08,37.74,2.6,3.41,2.21,0.73,15.26,27.62,28.03,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
W,14,H,4,LA1691,L,29,5/6/08,40.3,10.23,1.76,5.32,4.95,35.33,43.78,46.64,6,127,-12.45,-75.925,3540,S. habrochaites,Pepe
W,14,I,4,LA2204,L,29,5/6/08,32.44,5.67,8.03,18.05,15.75,25.91,71.02,90.27,6,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
Y,15,D,1,LA1973,H,28,5/5/08,34.29,11.43,5.12,7.83,4.54,17.92,45.74,56.06,6,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
Y,15,G,1,LA1317,H,28,5/5/08,33.59,2.79,0.95,9.26,7.77,23.96,40.39,58.63,6,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
Y,15,H,1,LA361,H,28,5/5/08,41.06,4.57,0.23,5.81,5.64,24.27,33.1,42.69,6,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
Y,15,I,1,LA1918,H,28,5/5/08,39.97,3.43,0.43,4.39,5.05,20.22,34.51,45.99,5,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
Y,15,A,2,LA1367,H,28,5/5/08,10.61,2.73,1.24,2.22,1.52,15.12,27.21,32.31,5,111,-11.9008,-76.6633,1020,S. pennellii,Pepe
Y,15,B,2,LA3788,H,28,5/5/08,36,0.67,0.77,1.22,0.66,9.18,20.38,19.8,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
Y,15,C,2,LA1336,H,28,5/5/08,44.6,3.36,2.51,7.52,6.08,15.2,23.79,30.52,7,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
Y,15,D,2,LA3795,H,28,5/5/08,27.28,2.42,0.65,1.34,,2.61,17.44,15.61,3,123,-10.15,-77.35,3540,S. peruvianum,Pepe
Y,15,E,2,LA2773,H,28,5/5/08,41.73,0.82,0.5,1.55,2.32,6.19,26.49,33.03,5,115,-18.2667,-69.5833,3260,S. chilense,Pepe
Y,15,F,2,LA1028,H,28,5/5/08,35.86,1.3,2.62,4.75,1.76,19.41,42.19,44.1,6,131,-13.925,-73.025,2880,S. chmielewskii,Pepe
Y,15,G,2,LA1318,H,28,5/5/08,21.68,3.27,5.32,6.48,3.32,16.16,37.69,38.2,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
Y,15,H,2,LA1361,H,28,5/5/08,29.24,0.9,1.69,2.82,5.48,14.36,31.94,43.15,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
Y,15,A,3,LA1912,H,28,5/5/08,22.7,0.85,1.65,1.38,1.39,17.5,27.99,36.67,5,106,-14.4492,-75.2203,620,S. pennellii,Pepe
Y,15,C,3,LA1474,H,28,5/5/08,64,2.23,3.25,2.32,1.25,9.37,29.12,39.98,5,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
Y,15,D,3,LA1958,H,28,5/5/08,29.8,3.65,1.47,3.84,2.55,16.05,44.47,49.51,5,100,-17.25,-71.25,1336,S. chilense,Pepe
Y,15,E,3,LA2884,H,28,5/5/08,31.7,1.49,0.52,2.67,2.19,6.96,24.65,34.3,5,108,-23.6833,-68.0667,2390,S. chilense,Pepe
Y,15,F,3,LA1306,H,28,5/5/08,23.37,1.16,4.08,3.17,2.83,14.42,35.25,32.02,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
Y,15,G,3,LA2663,H,28,5/5/08,20.22,1.69,6.08,4.2,3.15,13.14,36.19,32.6,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
Y,15,H,3,LA1363,H,28,5/5/08,27.04,2.47,6.02,2.02,2.48,9.2,24.06,25.43,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
Y,15,I,3,LA2167,H,28,5/5/08,30.35,1.7,1.72,4.32,2.44,17.43,41.37,43.5,5,124,-7.18,-78.52,1340,S. habrochaites,Pepe
Y,15,A,4,LA716,H,28,5/5/08,14.21,1.31,1.31,1.33,,3.7,9.74,10.04,3,106,-16.2083,-73.6333,320,S. pennellii,Pepe
Y,15,B,4,LA446,H,28,5/5/08,30.05,1.54,1.57,1.24,0.95,10.54,24.56,27.06,4,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
Y,15,C,4,LA1954,H,28,5/5/08,26.86,2.58,1.26,2.43,1.6,6.15,26.54,24.04,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
Y,15,D,4,LA1969,H,28,5/5/08,21.4,0.33,0.48,1.82,1.15,5.25,23.1,24.54,6,124,-17.5333,-70.0333,3015,S. chilense,Pepe
Y,15,E,4,LA2891,H,28,5/5/08,39.03,3.83,0.83,3.21,1.57,8.19,25.34,32.62,5,107,-25.4,-70.4,660,S. chilense,Pepe
Y,15,F,4,LA1316,H,28,5/5/08,25.54,1.16,0.28,2.21,1.95,14.01,39.25,35.64,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
Y,15,G,4,LA2695,H,28,5/5/08,25.5,2.04,2.55,4.57,3.39,21,32.49,42.14,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
Y,15,H,4,LA1691,H,28,5/5/08,31.95,2.77,0.55,2.53,1.74,12.54,44.5,42.51,6,127,-12.45,-75.925,3540,S. habrochaites,Pepe
Y,15,I,4,LA2204,H,28,5/5/08,29.39,4.1,5.72,7.35,5.81,16.17,52.22,61.84,6,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
W,16,B,1,LA2580,L,29,5/6/08,35.55,5.92,3.52,5.57,2.33,18.4,31.09,38.78,5,111,-9.5167,-78.0083,740,S. pennellii,Pepe
W,16,C,1,LA1305,L,29,5/6/08,34.62,0.74,6.64,0.55,2.65,10.64,33.95,25.87,4,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
W,16,D,1,LA1973,L,29,5/6/08,46.68,18.15,1.85,13.37,7.34,20.56,37.85,49.47,5,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
W,16,E,1,LA2748,L,29,5/6/08,31.82,4.03,1.34,5.68,,5.15,21.05,14.32,4,105,-20.4833,-69.9833,1020,S. chilense,Pepe
W,16,F,1,LA2931,L,29,5/6/08,27.4,6.59,3.12,5.39,9.47,13.01,30.6,33.06,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
W,16,G,1,LA1317,L,29,5/6/08,41.76,10.1,13.91,19.39,18.3,27.61,61.14,82.77,6,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
W,16,H,1,LA361,L,29,5/6/08,42.54,11.6,10.11,10.35,9.29,17.54,62.33,60.37,6,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
W,16,I,1,LA1918,L,29,5/6/08,34.55,4.35,0.12,2.96,3.44,4.9,26.74,18.89,4,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
W,16,A,2,LA1367,L,29,5/6/08,40.46,16.52,11.66,15.28,6.43,16.55,51.3,47.66,5,111,-11.9008,-76.6633,1020,S. pennellii,Pepe
W,16,B,2,LA3788,L,29,5/6/08,24.23,2.11,1.2,2.33,0.91,7.03,16.73,13.1,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
W,16,C,2,LA1336,L,29,5/6/08,45.2,5.19,19.65,14.25,12.25,24.52,43.43,53.02,6,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
W,16,D,2,LA3795,L,29,5/6/08,36.42,4.84,4.11,6.28,1.8,10.79,44.3,47.51,5,123,-10.15,-77.35,3540,S. peruvianum,Pepe
W,16,E,2,LA2773,L,29,5/6/08,50.99,5.73,1.94,10.51,18.32,25.49,59.79,62.6,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
W,16,F,2,LA1028,L,29,5/6/08,30.65,0.63,3.34,4.69,4.78,22.48,45.81,46.71,6,131,-13.925,-73.025,2880,S. chmielewskii,Pepe
W,16,G,2,LA1318,L,29,5/6/08,31.96,2.65,5.66,7.15,1.08,12.44,31,26.02,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
W,16,H,2,LA1361,L,29,5/6/08,34.52,4.35,4.49,12.6,10.23,10.77,35.25,33.43,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
W,16,B,3,LA3791,L,29,5/6/08,38.6,7.21,2.26,2.82,,10.6,28.82,25.13,4,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
W,16,C,3,LA1474,L,29,5/6/08,56.5,6.23,6.42,9.48,4.32,35.89,49.22,52.19,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
W,16,D,3,LA1958,L,29,5/6/08,30.04,6.46,0.96,5.35,4.01,17.14,51.71,51.47,6,100,-17.25,-71.25,1336,S. chilense,Pepe
W,16,E,3,LA2884,L,29,5/6/08,44.73,4.88,1.25,12.6,9.34,17.21,35.84,48.35,7,108,-23.6833,-68.0667,2390,S. chilense,Pepe
W,16,F,3,LA1306,L,29,5/6/08,32.03,4.6,7.93,12.46,10.75,19.58,47.9,48.19,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
W,16,G,3,LA2663,L,29,5/6/08,35.32,4.92,8.12,7.39,7.97,19.66,50.43,57.41,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
W,16,H,3,LA1363,L,29,5/6/08,37.43,10.48,9.23,11.09,7.33,20.44,43.95,52.81,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
