shelf,flat,col,row,acs,trt,days,date,hyp,int1,int2,int3,int4,petleng,leafleng,leafwid,leafnum,ndvi,lat,lon,alt,species,who
W,16,I,3,LA2167,L,29,5/6/08,34.1,5.42,5.67,10.49,7.47,17.17,39.53,41.15,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
W,16,A,4,LA716,L,29,5/6/08,29.64,14.53,11.61,8.17,3.42,6.49,27.43,27.94,5,106,-16.2083,-73.6333,320,S. pennellii,Pepe
W,16,B,4,LA446,L,29,5/6/08,38.63,12.5,1.45,16.34,10.91,19.96,43.68,53.81,6,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
W,16,C,4,LA1954,L,29,5/6/08,47.51,19.48,7.31,8.14,5.01,15.19,38.19,56.33,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
W,16,E,4,LA2891,L,29,5/6/08,60.27,14.3,10.57,9.27,9.39,11.8,39.72,45.18,5,107,-25.4,-70.4,660,S. chilense,Pepe
W,16,F,4,LA1316,L,29,5/6/08,48.25,4.53,5.77,8.55,6.12,23.46,65.08,65.99,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
W,16,G,4,LA2695,L,29,5/6/08,34.66,0.79,2.8,3.38,,6.64,26.36,28.82,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
W,16,H,4,LA1691,L,29,5/6/08,26.86,5.62,0.57,6.53,4.53,20.82,48.9,54.99,6,127,-12.45,-75.925,3540,S. habrochaites,Pepe
W,16,I,4,LA2204,L,29,5/6/08,35.16,0.44,8.46,10,4.41,12.88,44.41,50.51,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
Y,17,B,1,LA2580,H,28,5/5/08,21.85,0.47,0.47,0.46,,14.27,27.81,33.7,4,111,-9.5167,-78.0083,740,S. pennellii,Pepe
Y,17,C,1,LA1305,H,28,5/5/08,31.26,2.12,1.12,4.69,2.77,11.78,24.71,30.6,5,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
Y,17,D,1,LA1973,H,28,5/5/08,37.93,4.87,1.55,3.52,1.97,10.22,30.14,38.46,5,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
Y,17,E,1,LA2748,H,28,5/5/08,17.82,0.93,0.84,0.38,3.27,2.69,18.3,16.59,4,105,-20.4833,-69.9833,1020,S. chilense,Pepe
Y,17,G,1,LA1317,H,28,5/5/08,34.11,5.38,8.25,8.62,4.9,15.1,43.42,48.87,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
Y,17,H,1,LA361,H,28,5/5/08,30.08,3,4.77,4.62,2.41,9.63,39.38,37.91,5,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
Y,17,I,1,LA1918,H,28,5/5/08,29.51,2.29,0.71,3.5,0.95,9.59,25.23,26.22,4,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
Y,17,A,2,LA1367,H,28,5/5/08,14.16,1.61,1.19,1.77,1.45,16.86,25.63,29.65,4,111,-11.9008,-76.6633,1020,S. pennellii,Pepe
Y,17,B,2,LA3788,H,28,5/5/08,16.79,0.7,1.12,1.03,1.76,9.33,21.34,28.58,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
Y,17,D,2,LA3795,H,28,5/5/08,31.12,7.26,4,5.91,3.09,11.72,31.73,38.85,5,123,-10.15,-77.35,3540,S. peruvianum,Pepe
Y,17,E,2,LA2773,H,28,5/5/08,41.97,2.05,0.57,1.93,1.58,12.15,28.44,26.96,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
Y,17,F,2,LA1028,H,28,5/5/08,28.48,2.04,3.75,3.85,2.87,13.73,39.16,37.59,5,131,-13.925,-73.025,2880,S. chmielewskii,Pepe
Y,17,G,2,LA1318,H,28,5/5/08,23.1,3.03,4.59,4.67,1.4,7.73,24.23,23.12,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
Y,17,H,2,LA1361,H,28,5/5/08,24.46,1.03,7.95,7.19,4.81,8.31,36.75,40.2,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
Y,17,C,3,LA1474,H,28,5/5/08,34.62,5.11,3,6.62,4.55,12.05,40.9,46.64,5,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
Y,17,D,3,LA1958,H,28,5/5/08,35.6,1.34,0.56,1.15,2.85,19.27,30.24,41.36,6,100,-17.25,-71.25,1336,S. chilense,Pepe
Y,17,E,3,LA2884,H,28,5/5/08,33.14,0.92,0.67,2.3,1.38,5.09,25.67,33.67,6,108,-23.6833,-68.0667,2390,S. chilense,Pepe
Y,17,F,3,LA1306,H,28,5/5/08,29.65,1.55,3.57,4.73,4.46,13.95,40.47,37.29,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
Y,17,G,3,LA2663,H,28,5/5/08,25.72,1.89,5.96,7.6,3.72,14.04,36.07,43.5,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
Y,17,H,3,LA1363,H,28,5/5/08,27.4,2.44,6.17,2.06,3.61,17.5,31.24,35.26,6,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
Y,17,A,4,LA716,H,28,5/5/08,20.17,1.5,1.37,3.05,1.8,11.88,20.71,30.25,5,106,-16.2083,-73.6333,320,S. pennellii,Pepe
Y,17,B,4,LA446,H,28,5/5/08,37.23,4.06,2.23,4.44,2.74,12.59,33.71,28.42,5,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
Y,17,C,4,LA1954,H,28,5/5/08,51.22,4.87,5.42,4.64,2.35,10.26,37.49,40.31,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
Y,17,D,4,LA1969,H,28,5/5/08,28.29,0.13,0.42,0.99,0.22,4.33,21.62,25.44,5,124,-17.5333,-70.0333,3015,S. chilense,Pepe
Y,17,G,4,LA2695,H,28,5/5/08,38.7,2.58,3.43,5.35,4.15,17.78,29.27,37.62,5,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
Y,17,H,4,LA1691,H,28,5/5/08,24.63,1.06,0.31,1.23,0.78,5.74,15.75,12.92,4,127,-12.45,-75.925,3540,S. habrochaites,Pepe
Y,17,I,4,LA2204,H,28,5/5/08,28.55,2.2,1.7,2.73,1.61,9.43,26.13,31.21,4,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
W,18,C,1,LA1305,L,28,5/5/08,33.64,1.6,0.66,5.18,1.36,9.47,18.4,17.33,6,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
W,18,E,1,LA2748,L,28,5/5/08,20.4,2.41,1.85,6.1,5,8.8,28.64,37.41,5,105,-20.4833,-69.9833,1020,S. chilense,Pepe
W,18,F,1,LA2931,L,28,5/5/08,33.13,5.29,1.66,7.61,5.61,17.7,28.78,35.05,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
W,18,G,1,LA1317,L,28,5/5/08,41.29,2.87,7.06,16.46,10.94,24.12,48.17,60.5,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
W,18,H,1,LA361,L,28,5/5/08,38.94,7.53,9.8,9.15,6.76,13.46,49.05,48.31,5,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
W,18,I,1,LA1918,L,28,5/5/08,37.33,6.68,2.66,6.07,1.2,11.23,27.63,28.69,4,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
W,18,B,2,LA3788,L,28,5/5/08,31.47,2.66,1.06,1.49,1.61,19.57,27.25,34.25,5,112,-16.1383,-73.6428,480,S. pennellii,Pepe
W,18,C,2,LA1336,L,28,5/5/08,15.11,39.01,7.49,2.1,11.11,9.08,46.51,48.01,6,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
W,18,D,2,LA3795,L,28,5/5/08,28.89,1.13,2.75,3.88,2.97,13.58,32.72,46.32,5,123,-10.15,-77.35,3540,S. peruvianum,Pepe
W,18,F,2,LA1028,L,28,5/5/08,25.47,1.74,1.31,2.92,2.07,11.07,36.14,32.75,5,131,-13.925,-73.025,2880,S. chmielewskii,Pepe
W,18,G,2,LA1318,L,28,5/5/08,25.17,5.11,10.68,7.67,3.47,12.33,37.48,37.45,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
W,18,H,2,LA1361,L,28,5/5/08,36.09,10.66,9.09,14.63,12.45,25.18,32.51,44.7,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
W,18,A,3,LA1912,L,28,5/5/08,32.98,4.49,5.35,4.52,4.46,24.1,32.87,47.12,4,106,-14.4492,-75.2203,620,S. pennellii,Pepe
W,18,B,3,LA3791,L,28,5/5/08,24.4,3.59,1.28,7.44,6.15,23.67,36.09,41.92,6,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
W,18,C,3,LA1474,L,28,5/5/08,52.72,4.71,4.49,1.37,2.77,13.7,28.16,37.69,5,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
W,18,E,3,LA2884,L,28,5/5/08,30.99,2.05,1.56,2.99,5.58,9.97,37.79,47.42,5,108,-23.6833,-68.0667,2390,S. chilense,Pepe
W,18,F,3,LA1306,L,28,5/5/08,23.27,1.26,2.93,1.6,1.66,12.32,20.2,27.49,4,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
W,18,G,3,LA2663,L,28,5/5/08,26.14,1.84,6,7.2,7.19,13.46,35.05,46.1,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
W,18,H,3,LA1363,L,28,5/5/08,25.43,2.6,10.89,6.23,4.24,18.06,39.85,40.54,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
W,18,I,3,LA2167,L,28,5/5/08,22.32,4.43,5.52,4.43,1.96,12.57,29.25,33.65,4,124,-7.18,-78.52,1340,S. habrochaites,Pepe
W,18,C,4,LA1954,L,28,5/5/08,55.29,9.2,1.91,7.83,4.19,11.5,39.37,46.42,6,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
W,18,E,4,LA2891,L,28,5/5/08,37.16,5.13,0.86,6.36,2.79,11.86,30,34.48,4,107,-25.4,-70.4,660,S. chilense,Pepe
W,18,F,4,LA1316,L,28,5/5/08,38.06,2.25,1.6,4.2,2.15,11.37,38.73,39.9,4,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
W,18,G,4,LA2695,L,28,5/5/08,35.8,3.91,8.01,7.13,3.71,15.73,26.52,37.34,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
W,18,H,4,LA1691,L,28,5/5/08,32.55,6.24,2.89,4.5,4.16,17.05,53.55,53.16,5,127,-12.45,-75.925,3540,S. habrochaites,Pepe
W,18,I,4,LA2204,L,28,5/5/08,26.45,4.54,5.17,8.45,3.04,14.41,49.98,47.23,4,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
Y,19,G,1,LA1317,H,29,5/6/08,41,3.84,6.22,5.67,3.38,17.65,31.31,41.02,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Dan
Y,19,H,1,LA361,H,29,5/6/08,34.36,7.23,8.28,5.34,4.9,14.51,51.31,45.16,5,111,-11.5667,-76.73,1840,S. habrochaites,Dan
Y,19,I,1,LA1918,H,29,5/6/08,31.46,4.73,0.05,5,2.3,21.16,32.26,36.9,5,118,-14.2667,-74.9167,2920,S. habrochaites,Dan
Y,19,G,2,LA1318,H,29,5/6/08,26.39,5.26,6.39,7.42,0.05,16.68,39.19,40.95,5,136,-13.6833,-72.9583,2300,S. chmielewskii,Dan
Y,19,H,2,LA1361,H,29,5/6/08,31.76,1.81,2.21,2.79,3.69,15.65,22.21,31.54,5,111,-9.55,-77.8917,1340,S. habrochaites,Dan
Y,19,I,2,LA2931,H,29,5/6/08,33.51,0.95,0.16,1.14,,4.52,15.21,17.46,4,106,-20.9167,-69.0667,2460,S. chilense,Dan
Y,19,G,3,LA2663,H,29,5/6/08,28.57,2.91,7.11,5.28,4.51,20.45,37.92,42.96,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Dan
Y,19,H,3,LA1363,H,29,5/6/08,31.55,4.17,7.09,4.87,3.76,18.01,21.42,32.28,5,121,-10.1417,-77.3833,3140,S. habrochaites,Dan
Y,19,I,3,LA2167,H,29,5/6/08,24.39,1.4,6.29,4.1,1.67,12.49,41.56,42.23,5,124,-7.18,-78.52,1340,S. habrochaites,Dan
Y,19,H,4,LA1691,H,29,5/6/08,31.33,5.42,1.55,4.1,2.42,25.14,33.89,42.35,5,127,-12.45,-75.925,3540,S. habrochaites,Dan
Y,19,I,4,LA2204,H,29,5/6/08,29.2,3.01,3.03,2.54,,9.52,19.32,22.6,4,128,-5.7667,-77.8667,2160,S. habrochaites,Dan
W,20,B,1,LA2580,L,29,5/6/08,38.73,10.79,9.79,11.5,5.34,27.23,27.5,39.41,5,111,-9.5167,-78.0083,740,S. pennellii,Dan
W,20,C,1,LA1305,L,29,5/6/08,26.02,7.26,6.77,18.74,11.79,23.05,41.12,49.68,5,120,-13.3833,-75.3583,3360,S. peruvianum,Dan
W,20,D,1,LA1973,L,29,5/6/08,37.01,18.67,28.98,21.49,23.28,20.6,56.21,64.16,6,110,-16.2333,-71.7,2585,S. peruvianum,Dan
W,20,E,1,LA2748,L,29,5/6/08,34.31,11.75,0.93,22.21,14.79,19.49,57.12,50.62,5,105,-20.4833,-69.9833,1020,S. chilense,Dan
W,20,F,1,LA2931,L,29,5/6/08,38.75,8.35,4.39,13.12,9.55,19.79,34.15,30.14,5,106,-20.9167,-69.0667,2460,S. chilense,Dan
W,20,G,1,LA1317,L,29,5/6/08,33.33,3.5,7.55,17.78,12.93,31.41,46.14,56.57,6,132,-13.4167,-73.8417,2000,S. chmielewskii,Dan
W,20,H,1,LA361,L,29,5/6/08,31.08,15.98,15.95,13.07,11.22,33.63,53.51,69.8,6,111,-11.5667,-76.73,1840,S. habrochaites,Dan
W,20,I,1,LA1918,L,29,5/6/08,31.51,6.3,3.59,8.17,4.56,23.31,43.72,50.34,5,118,-14.2667,-74.9167,2920,S. habrochaites,Dan
W,20,C,2,LA1336,L,29,5/6/08,53.35,9.47,3.78,10.19,4.01,14.48,34.23,32.18,5,107,-16.2094,-73.6222,75,S. peruvianum,Dan
W,20,D,2,LA3795,L,29,5/6/08,45.29,3.67,7.42,11.85,8.49,16.04,52.43,51.08,6,123,-10.15,-77.35,3540,S. peruvianum,Dan
W,20,E,2,LA2773,L,29,5/6/08,51.87,7.08,4.21,11.15,19.38,20.58,39.28,41.58,5,115,-18.2667,-69.5833,3260,S. chilense,Dan
W,20,F,2,LA1028,L,29,5/6/08,26.82,0.05,6.1,9.39,10.93,24.31,53.37,60.33,6,131,-13.925,-73.025,2880,S. chmielewskii,Dan
W,20,G,2,LA1318,L,29,5/6/08,34.09,16.2,22.57,21.89,10.38,26.42,53.71,57.57,5,136,-13.6833,-72.9583,2300,S. chmielewskii,Dan
W,20,H,2,LA1361,L,29,5/6/08,38.93,6.49,16.11,20.72,13.9,29.93,54.16,52.3,5,111,-9.55,-77.8917,1340,S. habrochaites,Dan
W,20,I,2,LA1954,L,29,5/6/08,48.49,14.23,3.05,15.94,6.55,12.38,26.16,29.68,5,107,-17.0167,-72.0833,0,S. peruvianum,Dan
W,20,A,3,LA1912,L,29,5/6/08,33.65,6.55,3.11,6.17,7.25,37.11,41.3,57.76,5,106,-14.4492,-75.2203,620,S. pennellii,Dan
W,20,B,3,LA3791,L,29,5/6/08,37.64,7.38,7.57,11.1,,18.77,24.17,26.84,4,110,-15.7878,-73.3939,1935,S. pennellii,Dan
W,20,C,3,LA1474,L,29,5/6/08,54.52,10.99,6.73,7.78,9.31,20.14,43.3,49.78,5,113,-16.6072,-72.6964,27,S. peruvianum,Dan
W,20,D,3,LA1958,L,29,5/6/08,30.12,8.08,1.21,8.93,14.4,21.29,44.79,49.12,6,100,-17.25,-71.25,1336,S. chilense,Dan
W,20,F,3,LA1306,L,29,5/6/08,37.07,0.48,5.96,12.39,16.59,37.76,41.36,59.43,5,130,-12.95,-74.0167,3340,S. chmielewskii,Dan
W,20,G,3,LA2663,L,29,5/6/08,22.67,2.75,10.35,14.64,7.79,21.71,36.19,40.73,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Dan
W,20,H,3,LA1363,L,29,5/6/08,36.36,10.17,17.78,12.2,13.25,21.62,63.23,65.07,5,121,-10.1417,-77.3833,3140,S. habrochaites,Dan
W,20,I,3,LA2167,L,29,5/6/08,41.94,1.71,2.27,6.64,8.01,24.02,47.97,49.13,6,124,-7.18,-78.52,1340,S. habrochaites,Dan
W,20,A,4,LA716,L,29,5/6/08,35.76,,,,,,,,,106,-16.2083,-73.6333,320,S. pennellii,Dan
W,20,D,4,LA1969,L,29,5/6/08,31.23,2.7,9.99,11.04,,13.27,23.13,24.33,4,124,-17.5333,-70.0333,3015,S. chilense,Dan
W,20,E,4,LA2891,L,29,5/6/08,46.66,8.85,5.9,9.23,13.23,17.36,39.18,43.83,6,107,-25.4,-70.4,660,S. chilense,Dan
W,20,F,4,LA1316,L,29,5/6/08,48.05,7.74,7.54,11.77,13.19,44.44,61.21,66.43,5,135,-13.3925,-73.915,3100,S. chmielewskii,Dan
W,20,G,4,LA2695,L,29,5/6/08,32.53,3.47,6.03,11.05,9.04,23.43,36.57,52.34,5,128,-14.1525,-71.3886,3480,S. chmielewskii,Dan
W,20,H,4,LA1691,L,29,5/6/08,32.14,8.27,1.9,7.2,3.82,19.95,64.51,64.54,5,127,-12.45,-75.925,3540,S. habrochaites,Dan
W,20,I,4,LA2204,L,29,5/6/08,37.53,21.39,15.12,14.46,13.48,26.7,53.84,60.11,6,128,-5.7667,-77.8667,2160,S. habrochaites,Dan
Y,21,B,1,LA2580,H,29,5/6/08,22.81,0.64,1.45,1.03,0.27,10.8,38.42,47.14,5,111,-9.5167,-78.0083,740,S. pennellii,Pepe
Y,21,F,1,LA2931,H,29,5/6/08,36.79,1.8,0.64,2.14,2.49,8.26,24.74,28.15,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
Y,21,G,1,LA1317,H,29,5/6/08,33.99,1.06,5.25,3.79,1.42,10.32,27.97,30.43,4,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
Y,21,H,1,LA361,H,29,5/6/08,34.09,5.41,5.8,6.81,5.49,15.78,53.26,43.56,6,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
Y,21,I,1,LA1918,H,29,5/6/08,31.76,4.74,0.69,5.47,2.88,9.38,39.87,34.6,5,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
Y,21,A,2,LA1367,H,29,5/6/08,20.09,0.28,4.22,5.53,2.29,18.5,24.58,43.76,5,111,-11.9008,-76.6633,1020,S. pennellii,Pepe
Y,21,C,2,LA1336,H,29,5/6/08,36.91,5.41,3.19,4.54,2.22,6.54,19.33,25.93,5,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
Y,21,D,2,LA3795,H,29,5/6/08,28.91,2.84,2.85,2.87,2.74,9.91,27.94,30.6,5,123,-10.15,-77.35,3540,S. peruvianum,Pepe
Y,21,E,2,LA2773,H,29,5/6/08,33.17,0.63,0.71,0.85,0.46,13.22,28.36,31.89,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
Y,21,F,2,LA1028,H,29,5/6/08,24.75,1.22,3.26,4.9,3.09,14.09,38.4,41.82,5,131,-13.925,-73.025,2880,S. chmielewskii,Pepe
Y,21,G,2,LA1318,H,29,5/6/08,22.72,1.24,3.89,4.39,3.12,11.21,32.73,32.98,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
Y,21,H,2,LA1361,H,29,5/6/08,27.53,2.59,1.5,3.97,4.88,16.55,27.63,34.21,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
Y,21,I,2,LA1954,H,29,5/6/08,25.96,1.21,4.32,1.72,1.71,6.39,29.72,29.2,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
Y,21,A,3,LA1912,H,29,5/6/08,19.4,1.3,0.48,0.99,1.05,10.76,33.64,33.46,5,106,-14.4492,-75.2203,620,S. pennellii,Pepe
Y,21,C,3,LA1474,H,29,5/6/08,39.82,3.49,0.41,3.6,3.13,19.93,25.67,37.18,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
Y,21,D,3,LA1958,H,29,5/6/08,23.49,1.09,0.48,2.12,1.47,15.91,45.32,62,7,100,-17.25,-71.25,1336,S. chilense,Pepe
Y,21,E,3,LA2884,H,29,5/6/08,21.78,1.09,0.59,3.33,2.21,6.38,26.81,41.34,6,108,-23.6833,-68.0667,2390,S. chilense,Pepe
Y,21,F,3,LA1306,H,29,5/6/08,27.42,1.03,0.84,3.47,5.24,17.53,41.31,40.91,6,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
Y,21,G,3,LA2663,H,29,5/6/08,25.87,1.89,4.99,4.28,2.66,12.58,31.02,31.39,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
Y,21,H,3,LA1363,H,29,5/6/08,22.61,2.37,7.83,12.63,3.79,6.36,48.86,42.88,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
Y,21,B,4,LA446,H,29,5/6/08,25.71,0.79,0.36,1.21,0.45,8.32,23.69,22.18,4,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
Y,21,C,4,LA1954,H,29,5/6/08,33.4,2.11,4.65,4.17,0.44,13.56,39.54,43.6,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
Y,21,D,4,LA1969,H,29,5/6/08,26.41,0.31,0.36,0.45,0.29,2.94,24.74,26.69,4,124,-17.5333,-70.0333,3015,S. chilense,Pepe
Y,21,E,4,LA2891,H,29,5/6/08,22.38,0.07,0.16,0.23,0.48,6.03,11.72,12.44,4,107,-25.4,-70.4,660,S. chilense,Pepe
Y,21,F,4,LA1316,H,29,5/6/08,46.93,1.21,0.34,2.22,3.56,24.11,36.58,52.79,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
Y,21,G,4,LA2695,H,29,5/6/08,27.59,1.17,2.7,1.89,0.68,9.95,24.17,28.43,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
Y,21,H,4,LA1691,H,29,5/6/08,29.13,2.57,3.38,2.46,2.65,19.82,34.79,44.37,6,127,-12.45,-75.925,3540,S. habrochaites,Pepe
Y,21,I,4,LA2204,H,29,5/6/08,24.31,4.29,6.3,8.08,6.74,16.5,53.24,62.65,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
W,22,B,1,LA2580,L,28,5/5/08,22.87,4.19,4.54,2.66,1.26,19.44,23.92,27.93,5,111,-9.5167,-78.0083,740,S. pennellii,Pepe
W,22,C,1,LA1305,L,28,5/5/08,40.84,6.07,1.13,8.85,5.51,15.54,29.47,26,5,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
W,22,D,1,LA1973,L,28,5/5/08,24.16,8.26,1.05,12.24,4.14,14.1,32.85,27.61,6,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
W,22,E,1,LA2748,L,28,5/5/08,23.61,3.89,1.03,18.07,14.69,16.65,35.8,45.19,6,105,-20.4833,-69.9833,1020,S. chilense,Pepe
W,22,F,1,LA2931,L,28,5/5/08,44.63,2.56,1.35,3.86,2.12,12.94,28.85,26.95,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
W,22,G,1,LA1317,L,28,5/5/08,35,5.85,15.09,12.75,7.06,16.18,45.55,54.65,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
W,22,H,1,LA361,L,28,5/5/08,25.08,4.78,7.86,6.06,4.14,13.16,40.28,38.33,5,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
W,22,I,1,LA1918,L,28,5/5/08,41.05,1.82,1.78,3.98,2.52,13.42,27.43,32.19,4,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
W,22,A,2,LA2167,L,28,5/5/08,19.2,7.31,5.07,7.71,5.4,21.45,45.23,53.03,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
W,22,B,2,LA3788,L,28,5/5/08,43.87,8.09,2.68,1.17,,11.93,19.57,22.19,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
W,22,C,2,LA1336,L,28,5/5/08,36.86,10.43,7.41,9.9,4.8,11.6,31.1,26.4,5,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
W,22,E,2,LA2773,L,28,5/5/08,32.93,9.29,3.32,16.15,5.97,18.45,36.95,39.33,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
W,22,F,2,LA1028,L,28,5/5/08,27.8,1.64,1.73,6.75,6.29,17.89,57.19,57.18,6,131,-13.925,-73.025,2880,S. chmielewskii,Pepe
W,22,G,2,LA1318,L,28,5/5/08,26.45,5.78,7.95,5.35,1.14,9.41,27.86,27.67,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
W,22,H,2,LA1361,L,28,5/5/08,33.78,6.04,9.33,13.29,13.27,22.48,34.27,41.97,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
W,22,A,3,LA1912,L,28,5/5/08,27.17,3.58,2.2,1.5,1.5,7.79,22.92,28.85,4,106,-14.4492,-75.2203,620,S. pennellii,Pepe
W,22,B,3,LA3791,L,28,5/5/08,35.35,1.58,3.3,4.11,2.73,13.47,26.41,22.72,5,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
W,22,C,3,LA1474,L,28,5/5/08,43.8,6.09,1.03,7.27,3.5,18.02,31.3,27.51,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
W,22,D,3,LA1958,L,28,5/5/08,71.11,11.24,4.34,11.74,8.48,15.02,40.75,42.57,5,100,-17.25,-71.25,1336,S. chilense,Pepe
W,22,E,3,LA2884,L,28,5/5/08,45.83,10.56,6.28,1.22,6.67,10.03,32.97,29.48,6,108,-23.6833,-68.0667,2390,S. chilense,Pepe
W,22,F,3,LA1306,L,28,5/5/08,34.56,1.31,2.83,9.93,9.04,25.01,34.5,47.44,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
W,22,G,3,LA2663,L,28,5/5/08,33,1.8,8.28,5.78,3.34,8.44,29.74,35.22,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
W,22,H,3,LA1363,L,28,5/5/08,26.37,13.61,18.86,12.15,7.25,22.3,41.45,51.63,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
W,22,B,4,LA446,L,28,5/5/08,26.34,11.26,1.29,6.51,6.36,9,23.06,19.42,5,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
W,22,C,4,LA1954,L,28,5/5/08,57.34,16.78,3.03,9.29,6.77,21.26,29.61,38.69,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
W,22,F,4,LA1316,L,28,5/5/08,45.5,3.89,5,4.85,4.12,16.87,48.25,37.69,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
W,22,G,4,LA2695,L,28,5/5/08,28.89,4.02,8.11,4.68,2.63,10.26,28.95,23.85,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
W,22,H,4,LA1691,L,28,5/5/08,25.41,5.59,1.32,3.93,1.94,10.33,41.68,41.39,5,127,-12.45,-75.925,3540,S. habrochaites,Pepe
W,24,B,1,LA2580,L,29,5/6/08,10.32,2.2,1.21,,,5.75,12.32,14.38,3,111,-9.5167,-78.0083,740,S. pennellii,Dan
W,24,C,1,LA1305,L,29,5/6/08,28.04,5.21,8.5,13.08,6.64,12.88,46.17,41.87,5,120,-13.3833,-75.3583,3360,S. peruvianum,Dan
W,24,D,1,LA1973,L,29,5/6/08,63.55,21.94,14.35,17.45,5.82,14.81,41.01,50.7,5,110,-16.2333,-71.7,2585,S. peruvianum,Dan
