acs,species,trt,hyp,int1,int2,int3,int4
LA3788,S. pennellii,L,24.23,2.11,1.2,2.33,0.91
LA1336,S. peruvianum,L,45.2,5.19,19.65,14.25,12.25
LA3795,S. peruvianum,L,36.42,4.84,4.11,6.28,1.8
LA2773,S. chilense,L,50.99,5.73,1.94,10.51,18.32
LA1028,S. chmielewskii,L,30.65,0.63,3.34,4.69,4.78
LA1318,S. chmielewskii,L,31.96,2.65,5.66,7.15,1.08
LA1361,S. habrochaites,L,34.52,4.35,4.49,12.6,10.23
LA3791,S. pennellii,L,38.6,7.21,2.26,2.82,NA
LA1474,S. peruvianum,L,56.5,6.23,6.42,9.48,4.32
LA1958,S. chilense,L,30.04,6.46,0.96,5.35,4.01
LA2884,S. chilense,L,44.73,4.88,1.25,12.6,9.34
LA1306,S. chmielewskii,L,32.03,4.6,7.93,12.46,10.75
LA2663,S. chmielewskii,L,35.32,4.92,8.12,7.39,7.97
LA1363,S. habrochaites,L,37.43,10.48,9.23,11.09,7.33
LA2167,S. habrochaites,L,34.1,5.42,5.67,10.49,7.47
LA716,S. pennellii,L,29.64,14.53,11.61,8.17,3.42
LA446,S. peruvianum,L,38.63,12.5,1.45,16.34,10.91
LA1954,S. peruvianum,L,47.51,19.48,7.31,8.14,5.01
LA2891,S. chilense,L,60.27,14.3,10.57,9.27,9.39
LA1316,S. chmielewskii,L,48.25,4.53,5.77,8.55,6.12
LA2695,S. chmielewskii,L,34.66,0.79,2.8,3.38,NA
LA1691,S. habrochaites,L,26.86,5.62,0.57,6.53,4.53
LA2204,S. habrochaites,L,35.16,0.44,8.46,10,4.41
LA2580,S. pennellii,H,21.85,0.47,0.47,0.46,NA
LA1305,S. peruvianum,H,31.26,2.12,1.12,4.69,2.77
LA1973,S. peruvianum,H,37.93,4.87,1.55,3.52,1.97
LA2748,S. chilense,H,17.82,0.93,0.84,0.38,3.27
LA1317,S. chmielewskii,H,34.11,5.38,8.25,8.62,4.9
LA361,S. habrochaites,H,30.08,3,4.77,4.62,2.41
LA1918,S. habrochaites,H,29.51,2.29,0.71,3.5,0.95
LA1367,S. pennellii,H,14.16,1.61,1.19,1.77,1.45
LA3788,S. pennellii,H,16.79,0.7,1.12,1.03,1.76
LA3795,S. peruvianum,H,31.12,7.26,4,5.91,3.09
LA2773,S. chilense,H,41.97,2.05,0.57,1.93,1.58
LA1028,S. chmielewskii,H,28.48,2.04,3.75,3.85,2.87
LA1318,S. chmielewskii,H,23.1,3.03,4.59,4.67,1.4
LA1361,S. habrochaites,H,24.46,1.03,7.95,7.19,4.81
LA1474,S. peruvianum,H,34.62,5.11,3,6.62,4.55
LA1958,S. chilense,H,35.6,1.34,0.56,1.15,2.85
LA2884,S. chilense,H,33.14,0.92,0.67,2.3,1.38
LA1306,S. chmielewskii,H,29.65,1.55,3.57,4.73,4.46
LA2663,S. chmielewskii,H,25.72,1.89,5.96,7.6,3.72
LA1363,S. habrochaites,H,27.4,2.44,6.17,2.06,3.61
LA716,S. pennellii,H,20.17,1.5,1.37,3.05,1.8
LA446,S. peruvianum,H,37.23,4.06,2.23,4.44,2.74
LA1954,S. peruvianum,H,51.22,4.87,5.42,4.64,2.35
LA1969,S. chilense,H,28.29,0.13,0.42,0.99,0.22
LA2695,S. chmielewskii,H,38.7,2.58,3.43,5.35,4.15
LA1691,S. habrochaites,H,24.63,1.06,0.31,1.23,0.78
LA2204,S. habrochaites,H,28.55,2.2,1.7,2.73,1.61
LA1305,S. peruvianum,L,33.64,1.6,0.66,5.18,1.36
LA2748,S. chilense,L,20.4,2.41,1.85,6.1,5
LA2931,S. chilense,L,33.13,5.29,1.66,7.61,5.61
LA1317,S. chmielewskii,L,41.29,2.87,7.06,16.46,10.94
LA361,S. habrochaites,L,38.94,7.53,9.8,9.15,6.76
LA1918,S. habrochaites,L,37.33,6.68,2.66,6.07,1.2
LA3788,S. pennellii,L,31.47,2.66,1.06,1.49,1.61
LA1336,S. peruvianum,L,15.11,39.01,7.49,2.1,11.11
LA3795,S. peruvianum,L,28.89,1.13,2.75,3.88,2.97
LA1028,S. chmielewskii,L,25.47,1.74,1.31,2.92,2.07
LA1318,S. chmielewskii,L,25.17,5.11,10.68,7.67,3.47
LA1361,S. habrochaites,L,36.09,10.66,9.09,14.63,12.45
LA1912,S. pennellii,L,32.98,4.49,5.35,4.52,4.46
LA3791,S. pennellii,L,24.4,3.59,1.28,7.44,6.15
LA1474,S. peruvianum,L,52.72,4.71,4.49,1.37,2.77
LA2884,S. chilense,L,30.99,2.05,1.56,2.99,5.58
LA1306,S. chmielewskii,L,23.27,1.26,2.93,1.6,1.66
LA2663,S. chmielewskii,L,26.14,1.84,6,7.2,7.19
LA1363,S. habrochaites,L,25.43,2.6,10.89,6.23,4.24
LA2167,S. habrochaites,L,22.32,4.43,5.52,4.43,1.96
LA1954,S. peruvianum,L,55.29,9.2,1.91,7.83,4.19
LA2891,S. chilense,L,37.16,5.13,0.86,6.36,2.79
LA1316,S. chmielewskii,L,38.06,2.25,1.6,4.2,2.15
LA2695,S. chmielewskii,L,35.8,3.91,8.01,7.13,3.71
LA1691,S. habrochaites,L,32.55,6.24,2.89,4.5,4.16
LA2204,S. habrochaites,L,26.45,4.54,5.17,8.45,3.04
LA1317,S. chmielewskii,H,41,3.84,6.22,5.67,3.38
LA361,S. habrochaites,H,34.36,7.23,8.28,5.34,4.9
LA1918,S. habrochaites,H,31.46,4.73,0.05,5,2.3
LA1318,S. chmielewskii,H,26.39,5.26,6.39,7.42,0.05
LA1361,S. habrochaites,H,31.76,1.81,2.21,2.79,3.69
LA2931,S. chilense,H,33.51,0.95,0.16,1.14,NA
LA2663,S. chmielewskii,H,28.57,2.91,7.11,5.28,4.51
LA1363,S. habrochaites,H,31.55,4.17,7.09,4.87,3.76
LA2167,S. habrochaites,H,24.39,1.4,6.29,4.1,1.67
LA1691,S. habrochaites,H,31.33,5.42,1.55,4.1,2.42
LA2204,S. habrochaites,H,29.2,3.01,3.03,2.54,NA
LA2580,S. pennellii,L,38.73,10.79,9.79,11.5,5.34
LA1305,S. peruvianum,L,26.02,7.26,6.77,18.74,11.79
LA1973,S. peruvianum,L,37.01,18.67,28.98,21.49,23.28
LA2748,S. chilense,L,34.31,11.75,0.93,22.21,14.79
LA2931,S. chilense,L,38.75,8.35,4.39,13.12,9.55
LA1317,S. chmielewskii,L,33.33,3.5,7.55,17.78,12.93
LA361,S. habrochaites,L,31.08,15.98,15.95,13.07,11.22
LA1918,S. habrochaites,L,31.51,6.3,3.59,8.17,4.56
LA1336,S. peruvianum,L,53.35,9.47,3.78,10.19,4.01
LA3795,S. peruvianum,L,45.29,3.67,7.42,11.85,8.49
LA2773,S. chilense,L,51.87,7.08,4.21,11.15,19.38
LA1028,S. chmielewskii,L,26.82,0.05,6.1,9.39,10.93
LA1318,S. chmielewskii,L,34.09,16.2,22.57,21.89,10.38
LA1361,S. habrochaites,L,38.93,6.49,16.11,20.72,13.9
LA1954,S. peruvianum,L,48.49,14.23,3.05,15.94,6.55
LA1912,S. pennellii,L,33.65,6.55,3.11,6.17,7.25
LA3791,S. pennellii,L,37.64,7.38,7.57,11.1,NA
LA1474,S. peruvianum,L,54.52,10.99,6.73,7.78,9.31
LA1958,S. chilense,L,30.12,8.08,1.21,8.93,14.4
LA1306,S. chmielewskii,L,37.07,0.48,5.96,12.39,16.59
LA2663,S. chmielewskii,L,22.67,2.75,10.35,14.64,7.79
LA1363,S. habrochaites,L,36.36,10.17,17.78,12.2,13.25
LA2167,S. habrochaites,L,41.94,1.71,2.27,6.64,8.01
LA716,S. pennellii,L,35.76,NA,NA,NA,NA
LA1969,S. chilense,L,31.23,2.7,9.99,11.04,NA
LA2891,S. chilense,L,46.66,8.85,5.9,9.23,13.23
LA1316,S. chmielewskii,L,48.05,7.74,7.54,11.77,13.19
LA2695,S. chmielewskii,L,32.53,3.47,6.03,11.05,9.04
LA1691,S. habrochaites,L,32.14,8.27,1.9,7.2,3.82
LA2204,S. habrochaites,L,37.53,21.39,15.12,14.46,13.48
LA2580,S. pennellii,H,22.81,0.64,1.45,1.03,0.27
LA2931,S. chilense,H,36.79,1.8,0.64,2.14,2.49
LA1317,S. chmielewskii,H,33.99,1.06,5.25,3.79,1.42
LA361,S. habrochaites,H,34.09,5.41,5.8,6.81,5.49
LA1918,S. habrochaites,H,31.76,4.74,0.69,5.47,2.88
LA1367,S. pennellii,H,20.09,0.28,4.22,5.53,2.29
LA1336,S. peruvianum,H,36.91,5.41,3.19,4.54,2.22
LA3795,S. peruvianum,H,28.91,2.84,2.85,2.87,2.74
LA2773,S. chilense,H,33.17,0.63,0.71,0.85,0.46
